index,prediction
0,199.39 centimeter
1,10 centimeter
2,
3,
4,
5,
6,10 centimeter
7,137.16 centimeter
8,30.00 centimeter
9,40.00 centimeter
10,
11,41.60 centimeter
12,10.00 centimeter
13,10.92 centimeter
14,10.92 centimeter
15,
16,100.00 gram
17,2.00 gram
18,
19,240.00 volt
20,76.00 centimeter
21,96.52 centimeter
22,215.00 milliliter
23,185.00 centimeter
24,32.00 centimeter
25,9.65 centimeter
26,9.00 centimeter
27,320.00 gram
28,9500.00 gram
29,1188.41 gram
30,
31,
32,14.73 centimeter
33,14.00 centimeter
34,14.73 centimeter
35,1360.78 gram
36,194.31 centimeter
37,
38,
39,13.72 centimeter
40,90.00 centimeter
41,187.96 centimeter
42,122.00 centimeter
43,244.00 centimeter
44,60.00 centimeter
45,14.00 centimeter
46,14.73 centimeter
47,14.73 centimeter
48,90.00 centimeter
49,88.90 centimeter
50,120.00 centimeter
51,
52,
53,5.00 centimeter
54,19.20 centimeter
55,96.52 centimeter
56,
57,13.72 centimeter
58,90.00 centimeter
59,
60,
61,
62,28000.00 centimeter
63,10000.00 centimeter
64,28000.00 centimeter
65,3.70 volt
66,
67,383.54 centimeter
68,10.67 centimeter
69,10.67 centimeter
70,10.00 centimeter
71,23.11 centimeter
72,23.11 centimeter
73,23.00 centimeter
74,1500.00 watt
75,
76,12.00 centimeter
77,7.87 centimeter
78,240.00 gram
79,50.00 centimeter
80,2350.00 gram
81,110222.86 gram
82,5050.00 gram
83,283.50 gram
84,99.06 centimeter
85,99.06 centimeter
86,98.00 centimeter
87,
88,
89,
90,26.00 centimeter
91,90718.40 gram
92,39.88 centimeter
93,72.14 centimeter
94,
95,14.00 centimeter
96,12.50 centimeter
97,9.60 volt
98,80.01 centimeter
99,11.00 centimeter
100,94.00 centimeter
101,59.15 milliliter
102,
103,86.00 centimeter
104,69.00 centimeter
105,20.00 centimeter
106,16.00 centimeter
107,110.00 centimeter
108,226.80 gram
109,40.00 centimeter
110,80.00 centimeter
111,284.00 gram
112,650.00 watt
113,
114,
115,500.00 watt
116,30.00 gram
117,
118,10.00 centimeter
119,9.91 centimeter
120,100.00 gram
121,7.00 centimeter
122,250.00 gram
123,2994160.79 gram
124,1000.00 gram
125,
126,12.00 volt
127,191.00 centimeter
128,90.00 centimeter
129,3538.02 gram
130,31.00 centimeter
131,65.02 centimeter
132,65.02 centimeter
133,65.00 centimeter
134,22679.60 gram
135,20.00 centimeter
136,2.90 centimeter
137,26.00 centimeter
138,29.95 centimeter
139,9.98 centimeter
140,1.14 centimeter
141,14.00 centimeter
142,83.80 centimeter
143,83.82 centimeter
144,9.91 centimeter
145,90.00 centimeter
146,10.00 centimeter
147,20000.00 milliliter
148,50.00 centimeter
149,50.00 centimeter
150,404.00 gram
151,180.00 centimeter
152,7.98 centimeter
153,20.00 centimeter
154,10.00 centimeter
155,10.00 centimeter
156,5000.00 centimeter
157,91.95 centimeter
158,187.96 centimeter
159,1047.80 gram
160,13.00 centimeter
161,
162,206.50 centimeter
163,193.04 centimeter
164,250.00 gram
165,24.00 volt
166,
167,6000.00 gram
168,35.00 centimeter
169,10.50 centimeter
170,
171,163.07 centimeter
172,878.83 gram
173,3.00 centimeter
174,20.00 centimeter
175,14.00 centimeter
176,
177,2.01 centimeter
178,20.00 pound
179,2.79 centimeter
180,3.00 centimeter
181,908.00 gram
182,74.50 centimeter
183,
184,0.18 volt
185,
186,7.19 centimeter
187,5.08 centimeter
188,28.00 centimeter
189,6.86 centimeter
190,10.00 gram
191,40.00 centimeter
192,61.00 centimeter
193,2812.27 gram
194,127.50 centimeter
195,33.30 centimeter
196,27.40 centimeter
197,
198,33.00 gram
199,
200,37.50 centimeter
201,37.49 centimeter
202,37.50 centimeter
203,33.53 centimeter
204,18.80 centimeter
205,1700.00 watt
206,
207,28.67 centimeter
208,226.80 gram
209,8000.00 gram
210,8570.00 centimeter
211,212.00 gram
212,128.00 centimeter
213,
214,60.00 centimeter
215,151.50 centimeter
216,12.00 volt
217,
218,
219,
220,2.70 centimeter
221,20.60 centimeter
222,90.17 centimeter
223,22997.11 gram
224,90.00 centimeter
225,91.44 centimeter
226,26.00 centimeter
227,113.40 gram
228,16800.00 pound
229,
230,
231,60.00 centimeter
232,364.00 gram
233,160.00 centimeter
234,70.00 centimeter
235,106.93 centimeter
236,35.00 centimeter
237,183.00 centimeter
238,182.88 centimeter
239,60.00 centimeter
240,60.00 centimeter
241,180.00 centimeter
242,21.50 centimeter
243,6.99 centimeter
244,18.80 centimeter
245,7.60 centimeter
246,15.10 centimeter
247,78.00 centimeter
248,35.05 centimeter
249,5.90 centimeter
250,5.89 centimeter
251,65.00 centimeter
252,130.50 gram
253,40.00 milliliter
254,35.00 centimeter
255,16.00 centimeter
256,73.66 centimeter
257,73.66 centimeter
258,205.00 centimeter
259,76.00 centimeter
260,61234.92 gram
261,61234.92 gram
262,45.00 centimeter
263,99.06 centimeter
264,104.14 centimeter
265,6.50 centimeter
266,5.84 centimeter
267,39.00 centimeter
268,20.00 centimeter
269,8.00 centimeter
270,15.00 centimeter
271,7.00 centimeter
272,6.99 centimeter
273,500.00 gram
274,16.50 centimeter
275,3.81 centimeter
276,227.00 gram
277,6.72 watt
278,12.00 volt
279,4.83 centimeter
280,21.00 centimeter
281,180.00 gram
282,14.00 centimeter
283,14.73 centimeter
284,340.19 gram
285,17.00 centimeter
286,27.00 centimeter
287,380.00 volt
288,8.89 centimeter
289,20.32 centimeter
290,220.00 gram
291,39.00 centimeter
292,8.89 centimeter
293,965000.00 gram
294,6.48 centimeter
295,6.50 centimeter
296,114.00 centimeter
297,160.02 centimeter
298,
299,
300,
301,22.00 volt
302,
303,
304,1.19 centimeter
305,190.00 centimeter
306,500.00 gram
307,63.50 centimeter
308,20411.64 gram
309,2.20 centimeter
310,2.29 centimeter
311,80.00 centimeter
312,1700.97 gram
313,170.00 gram
314,4.98 centimeter
315,21.08 centimeter
316,5.00 centimeter
317,6.00 centimeter
318,7.50 centimeter
319,1700.00 gram
320,20.00 centimeter
321,7.49 centimeter
322,28.67 centimeter
323,180.00 volt
324,
325,11.50 centimeter
326,15.50 centimeter
327,7.00 centimeter
328,7.00 centimeter
329,7.00 centimeter
330,170.10 gram
331,
332,14.96 centimeter
333,40.00 centimeter
334,
335,120.00 watt
336,40.00 milliliter
